Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad
89.8,36,57330.43,198.24,User-Centric Attitude-Oriented Adapter,West Tanner,0,Lesotho,02-02-2016 04:57,0
72.82,34,75769.82,191.82,User-Centric Discrete Success,Jonesmouth,1,Czech Republic,27-01-2016 16:06,0
38.65,31,51812.71,154.77,Total Even-Keeled Architecture,Port Jason,1,Iceland,24-05-2016 09:50,1
59.01,30,75265.96,178.75,Focused Multimedia Implementation,West Annefort,1,Philippines,08-02-2016 22:45,1
78.96,50,69868.48,193.15,Stand-Alone Well-Modulated Product,East Jason,0,Cayman Islands,12-02-2016 01:55,1
63.99,43,72802.42,138.46,Ameliorated Bandwidth-Monitored Contingency,North Cassie,0,Haiti,11-01-2016 08:18,1
41.35,27,39193.45,162.46,Streamlined Homogeneous Analyzer,Hintonport,1,Colombia,03-03-2016 03:51,1
62.79,36,18368.57,231.87,Total Coherent Archive,New James,1,Luxembourg,30-05-2016 20:08,1
45.53,29,56129.89,141.58,Front-Line Neutral Alliance,North Destiny,0,United Arab Emirates,22-04-2016 22:01,1
51.65,31,58996.56,249.99,Virtual Context-Sensitive Support,Mclaughlinbury,0,Ireland,25-05-2016 10:39,0
54.55,44,41547.62,109.04,Re-Engineered Optimal Policy,West Gabriellamouth,0,Canada,04-02-2016 03:10,1
35.66,36,59240.24,172.57,Implemented Uniform Synergy,Alvarezland,0,Svalbard & Jan Mayen Islands,21-02-2016 20:09,1
69.95,28,56725.47,247.01,Horizontal Even-Keeled Challenge,New Julie,0,Malta,28-04-2016 01:24,0
79.83,29,55764.43,234.23,Innovative Regional Groupware,North Frankstad,1,Sudan,18-05-2016 19:33,0
85.35,37,64235.51,161.42,Exclusive Multi-State Internet Solution,Claytonside,1,Ecuador,17-02-2016 11:15,0
56.78,28,39939.39,124.32,Mandatory Empowering Focus Group,Melanieton,0,Senegal,19-06-2016 23:04,1
78.67,26,63319.99,195.56,Proactive 5Thgeneration Frame,Lake Michaelport,0,Cambodia,20-02-2016 09:54,0
70.09,21,54725.87,211.17,Automated Full-Range Internet Solution,East Benjaminville,0,Belarus,22-01-2016 12:58,0
60.75,42,69775.75,247.05,Fully-Configurable Systemic Productivity,Garrettborough,1,Guyana,19-02-2016 13:26,0
65.07,24,57545.56,233.85,Multi-Lateral Multi-State Encryption,Port Raymondfort,0,Mali,03-01-2016 07:13,0
35.25,50,47051.02,194.44,Intuitive Global Website,Waltertown,0,Iran,03-01-2016 04:39,1
37.58,52,51600.47,176.7,Exclusive Disintermediate Internet Solution,Cameronberg,1,Bulgaria,13-04-2016 13:04,1
68.01,25,68357.96,188.32,Ameliorated Actuating Workforce,Kaylashire,1,Afghanistan,01-01-2016 03:35,0
45.08,38,35349.26,125.27,Synergized Clear-Thinking Protocol,Fosterside,0,Liberia,27-03-2016 08:32,1
63.04,27,69784.85,159.05,Triple-Buffered Multi-State Complexity,Davidstad,0,Netherlands Antilles,10-07-2016 16:25,1
40.18,29,50760.23,151.96,Enhanced Intangible Portal,Lake Tracy,0,Hong Kong,25-06-2016 04:21,1
45.17,48,34418.09,132.07,Down-Sized Background Groupware,Taylormouth,1,Palau,27-01-2016 14:41,1
50.48,50,20592.99,162.43,Switchable Real-Time Product,Dianaville,0,Malawi,16-05-2016 18:51,1
80.87,28,63528.8,203.3,Ameliorated Local Workforce,Collinsburgh,0,Uruguay,27-02-2016 20:20,0
41.88,40,44217.68,126.11,Streamlined Exuding Adapter,Port Rachel,1,Cyprus,28-02-2016 23:54,1
39.87,48,47929.83,139.34,Business-Focused User-Facing Benchmark,South Rebecca,1,Mexico,13-06-2016 06:11,1
61.84,45,46024.29,105.63,Reactive Bi-Directional Standardization,Port Joshuafort,1,Niger,05-05-2016 11:07,1
54.97,31,51900.03,116.38,Virtual Bifurcated Portal,Robinsontown,1,France,07-07-2016 12:17,1
71.4,30,72188.9,166.31,Integrated 3Rdgeneration Monitoring,Beckton,0,Japan,24-05-2016 17:07,0
70.29,31,56974.51,254.65,Balanced Responsive Open System,New Frankshire,1,Norfolk Island,30-03-2016 14:36,0
67.26,57,25682.65,168.41,Focused Incremental Graphic Interface,North Derekville,1,Bulgaria,27-05-2016 05:54,1
76.58,46,41884.64,258.26,Secured 24Hour Policy,West Sydney,0,Uzbekistan,03-01-2016 16:30,0
54.37,38,72196.29,140.77,Up-Sized Asymmetric Firmware,Lake Matthew,0,Mexico,25-06-2016 18:17,1
82.79,32,54429.17,234.81,Distributed Fault-Tolerant Service-Desk,Lake Zacharyfurt,1,Brunei Darussalam,24-02-2016 10:36,0
66.47,31,58037.66,256.39,Vision-Oriented Human-Resource Synergy,Lindsaymouth,1,France,03-03-2016 03:13,0
72.88,44,64011.26,125.12,Customer-Focused Explicit Challenge,Sarahland,0,Yemen,21-04-2016 19:56,1
76.44,28,59967.19,232.68,Synchronized Human-Resource Moderator,Port Julie,1,Northern Mariana Islands,06-04-2016 17:26,0
63.37,43,43155.19,105.04,Open-Architected Full-Range Projection,Michaelshire,1,Poland,23-03-2016 12:53,1
89.71,48,51501.38,204.4,Versatile Local Forecast,Sarafurt,1,Bahrain,17-02-2016 07:00,0
70.96,31,55187.85,256.4,Ameliorated User-Facing Help-Desk,South Denise,0,Saint Pierre and Miquelon,26-06-2016 07:01,0
35.79,44,33813.08,165.62,Enterprise-Wide Tangible Model,North Katie,1,Tonga,20-04-2016 13:36,1
38.96,38,36497.22,140.67,Versatile Mission-Critical Application,Mauricefurt,1,Comoros,21-07-2016 16:02,1
69.17,40,66193.81,123.62,Extended Leadingedge Solution,New Patrick,0,Montenegro,06-03-2016 11:36,1
64.2,27,66200.96,227.63,Phased Zero Tolerance Extranet,Edwardsmouth,1,Isle of Man,11-02-2016 23:45,0
43.7,28,63126.96,173.01,Front-Line Bifurcated Ability,Nicholasland,0,Mayotte,04-04-2016 03:57,1
72.97,30,71384.57,208.58,Fundamental Modular Algorithm,Duffystad,1,Lebanon,11-02-2016 21:49,1
51.3,45,67782.17,134.42,Grass-Roots Cohesive Monitoring,New Darlene,1,Bosnia and Herzegovina,22-04-2016 02:07,1
51.63,51,42415.72,120.37,Expanded Intangible Solution,South Jessica,1,Mongolia,01-02-2016 17:24,1
55.55,19,41920.79,187.95,Proactive Bandwidth-Monitored Policy,West Steven,0,Guatemala,24-03-2016 02:35,0
45.01,26,29875.8,178.35,Virtual 5Thgeneration Emulation,Ronniemouth,0,Brazil,03-06-2016 21:43,1
